ID,CultLand,CropTillageDepth,Residue_length,Block,Harv_method,Residue_perc,Seedlings,Districts,LandPreparationMethods
ID_P0BUVAKNFYB1,15,2,26,0,0,10,7.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_I6JUMA4OSO1Q,52,4,23,4,0,10,13.0,lush,TractorPlough
ID_NF99Y3VUGV1E,30,4,29,3,0,10,7.5,lush,TractorPlough BullockPlough
ID_THZ1FWADSK7E,20,8,30,2,0,10,2.5,desert,TractorPlough FourWheelTracRotavator
ID_5CBSO1ITXTKH,30,6,23,7,0,10,5.0,semi-desert,TractorPlough
ID_0L1TT6462ULP,15,3,23,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_QKYML281H2VN,40,5,24,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_693OWW6ER1HK,9,4,27,3,0,10,2.25,lush,TractorPlough
ID_VRCSIWNZZG2N,5,4,30,5,0,10,1.25,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_HDRIFEPQ25JG,55,4,26,4,0,10,13.75,lush,TractorPlough
ID_MQ4TL66JFPOF,55,5,25,7,0,10,11.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_D3MIILG1ZNXJ,40,4,30,5,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_UNLY7O52L4QM,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_WNQZ16UDQBOL,18,5,30,5,0,10,3.6,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough BullockPlough
ID_QHF4SXQBO387,40,4,25,6,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_2VTTSRKUCHUV,10,6,29,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_XKDUJ02E2Q0M,10,5,25,7,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_4LIXKUAW1EJL,45,5,25,6,0,10,9.0,semi-desert,TractorPlough
ID_TO217SEK84EH,60,5,30,2,0,10,12.0,desert,TractorPlough FourWheelTracRotavator
ID_5DJ80H5CVPUW,60,5,22,8,0,10,12.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_I6HGWCUWCOX7,15,6,25,5,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough
ID_24534TUALWQO,35,3,28,7,1,40,11.666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_BQETJ6BMED6A,15,4,25,3,0,10,3.75,lush,WetTillagePuddling TractorPlough BullockPlough
ID_J6NF5GGE18W6,10,6,25,7,0,10,1.6666666666666667,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WBF3MNWKFRTS,12,4,27,3,0,10,3.0,lush,TractorPlough BullockPlough
ID_20S0UMAZQ5X6,29,4,21,4,0,10,7.25,lush,TractorPlough
ID_WDUK9OZ5YLI9,40,5,25,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_JQQRND5CS78N,30,4,24,4,0,10,7.5,lush,TractorPlough
ID_YERZ8WHDWF1V,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_JWPOVV4VWSBR,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_WJD3K494BB46,13,4,22,4,0,10,3.25,lush,TractorPlough
ID_YW9447RQWH3V,10,5,25,6,0,10,2.0,semi-desert,TractorPlough
ID_B6XE64ONXSXN,20,6,27,2,0,10,3.3333333333333335,desert,FourWheelTracRotavator TractorPlough
ID_WQUJ94NR1PD6,100,5,25,7,0,10,20.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_NPEWO4IC63XU,9,4,26,3,0,10,2.25,lush,TractorPlough
ID_8GJBVM8NAFBZ,40,5,25,6,0,10,8.0,semi-desert,WetTillagePuddling
ID_ECFON40GWIDV,20,3,27,4,0,10,6.666666666666667,lush,TractorPlough
ID_C2NI79UWHJ84,80,5,25,7,0,10,16.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_1IG6GA39WVM7,6,4,27,0,0,10,1.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_UH9IF8CBV47N,20,5,30,6,0,10,4.0,semi-desert,WetTillagePuddling
ID_NWMGXNIH5UYD,20,5,30,6,0,10,4.0,semi-desert,WetTillagePuddling
ID_8LM4TZL4B60M,40,4,23,6,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_JJDT6H88T45W,39,4,22,4,0,10,9.75,lush,TractorPlough
ID_BDQKNZL7X5SJ,20,4,24,6,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_W1SW867QG267,5,4,30,5,0,10,1.25,semi-desert,TractorPlough
ID_TLTWXL81DB38,45,4,30,6,1,40,11.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_TSXY96345LI8,10,3,26,4,0,10,3.3333333333333335,lush,TractorPlough
ID_RN571B1FNAJJ,52,4,28,7,1,40,13.0,semi-desert,TractorPlough
ID_PORS8HRBBU73,8,4,25,3,0,10,2.0,lush,TractorPlough
ID_TJ29PGHRC828,40,5,26,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_MZ0PDPSDYX7Q,22,3,30,5,0,10,7.333333333333333,semi-desert,TractorPlough FourWheelTracRotavator
ID_2N2FOV866XLH,30,6,20,1,0,10,5.0,semi-desert,FourWheelTracRotavator
ID_6EH9NBLK6UZB,100,6,25,7,0,10,16.666666666666668,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_VMX7DUCBHSK7,32,5,25,7,0,10,6.4,semi-desert,TractorPlough FourWheelTracRotavator
ID_TBZBFYSQOO8L,10,4,30,8,0,10,2.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_U5K7GLO17CP4,30,6,30,2,0,10,5.0,desert,TractorPlough FourWheelTracRotavator
ID_915DJTNSIV1Y,15,4,30,0,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_VMTWWFSUQ08Q,40,8,25,2,0,10,5.0,desert,TractorPlough FourWheelTracRotavator
ID_R3SQFS5PY99R,20,4,23,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_NJ3Z4VRCIMEY,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_Y8C6QJMWJ7LK,5,4,30,5,0,10,1.25,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_41RZAD5OMB56,15,4,30,3,0,10,3.75,lush,TractorPlough BullockPlough
ID_5GAGUCAOJ0R7,80,4,28,7,1,40,20.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_4Y0K1TX09FKX,17,4,28,3,0,10,4.25,lush,TractorPlough BullockPlough
ID_91I51FGGV21J,30,6,22,1,0,10,5.0,semi-desert,TractorPlough
ID_E60AIKXDX5JM,100,5,25,7,0,10,20.0,semi-desert,WetTillagePuddling TractorPlough
ID_JB2X4KLDX391,15,4,27,3,0,10,3.75,lush,WetTillagePuddling TractorPlough BullockPlough
ID_O2YTHW9H30P3,20,4,30,0,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_7ZQ0L49UC0P9,70,4,28,7,1,40,17.5,semi-desert,FourWheelTracRotavator
ID_QYM8MIR1G8TF,10,4,29,3,0,10,2.5,lush,TractorPlough BullockPlough
ID_1IOOAX81527F,5,4,30,0,0,10,1.25,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_GJ5BSBSCTFEW,40,5,25,6,0,10,8.0,semi-desert,TractorPlough
ID_N691K550L9R3,15,4,29,3,0,10,3.75,lush,TractorPlough BullockPlough
ID_0N1OECREJ4H9,20,4,30,5,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_P1747E23P45X,5,5,25,0,0,10,1.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_POZJ44KEBEGB,15,4,30,5,0,10,3.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_0CW8U8ODXG9E,8,4,28,3,0,10,2.0,lush,TractorPlough
ID_ZND64D3FLA40,20,5,22,7,0,10,4.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_JRHWHP9D1PLL,20,3,24,6,0,10,6.666666666666667,semi-desert,TractorPlough
ID_OKWH6FK504F0,42,3,26,4,0,10,14.0,lush,TractorPlough
ID_JAR4G1SKGD15,20,4,25,4,0,10,5.0,lush,TractorPlough
ID_LPXXL3UQW8J3,20,6,29,2,0,10,3.3333333333333335,desert,TractorPlough FourWheelTracRotavator
ID_XI6NBALU4S01,50,4,25,6,0,10,12.5,semi-desert,TractorPlough
ID_9SO09ZMLZDG3,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WUHKYOTRBS8Q,55,4,23,4,0,10,13.75,lush,TractorPlough
ID_IRH8ARO2DLZI,30,8,30,2,0,10,3.75,desert,TractorPlough FourWheelTracRotavator
ID_9D79QHY8W773,9,4,27,3,0,10,2.25,lush,TractorPlough
ID_205QMFL88FSZ,20,5,27,7,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_VD6F6TPFXXWU,30,5,25,8,0,10,6.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_2ZEW6KYGGRGJ,10,4,30,5,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_QP39QI058KW2,20,4,26,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_5SZUAOLZB929,23,5,26,7,0,10,4.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_9NNH4AZ7TCEI,25,4,30,3,0,10,6.25,lush,BullockPlough TractorPlough
ID_EKMT92UEF267,40,4,29,3,0,10,10.0,lush,TractorPlough BullockPlough
ID_UNDFP7R8AIGK,15,5,30,5,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_03BKIGNKUTTG,28,4,25,4,0,10,7.0,lush,TractorPlough
ID_TMHGOMURXT93,20,3,25,4,0,10,6.666666666666667,lush,TractorPlough
ID_4SAN0HLA8ZQ4,40,5,30,5,0,10,8.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_TGKHMT5XSECE,21,4,23,4,0,10,5.25,lush,TractorPlough
ID_4LUMQZCSYEQS,20,3,26,3,0,10,6.666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_YZL00A48QORN,23,5,24,7,0,10,4.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_A4FFE20FEMM6,15,5,25,6,0,10,3.0,semi-desert,WetTillagePuddling
ID_PAGOGSFUT2EO,30,6,22,7,0,10,5.0,semi-desert,TractorPlough
ID_PU08J5TABGYN,18,6,26,7,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_VZWUL8JVUZW8,35,4,25,7,1,40,8.75,semi-desert,FourWheelTracRotavator
ID_47WB9PJQAOBT,30,4,26,3,0,10,7.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_429ZBHBTWVKH,10,6,25,7,0,10,1.6666666666666667,semi-desert,TractorPlough WetTillagePuddling FourWheelTracRotavator
ID_4XHS4QNE368C,6,4,30,8,0,10,1.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_0BZM6A6ZJX4X,22,6,25,1,0,10,3.6666666666666665,semi-desert,TractorPlough
ID_HMS336N4K9JW,60,5,25,7,0,10,12.0,semi-desert,WetTillagePuddling TractorPlough
ID_UASU5AWV113G,60,6,24,7,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_8DI0E8QPYB7Y,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WICIO9NTMFU5,10,4,27,3,0,10,2.5,lush,TractorPlough BullockPlough
ID_R4N5X2MR97XI,17,5,28,2,0,10,3.4,desert,TractorPlough FourWheelTracRotavator
ID_2LLCYKDJWEGQ,6,4,30,5,0,10,1.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_FJIWQWCIWCS5,25,6,22,1,0,10,4.166666666666667,semi-desert,FourWheelTracRotavator
ID_WB9TGRUK53GN,45,2,25,7,0,10,22.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_V9D0JU9OE926,12,4,30,5,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_WO5MEYJLQYSS,68,5,21,7,0,10,13.6,semi-desert,WetTillagePuddling TractorPlough
ID_1X18N1RYVI4V,28,4,22,4,0,10,7.0,lush,TractorPlough
ID_047I0712DSYT,40,5,25,6,0,10,8.0,semi-desert,TractorPlough
ID_477XYTZRK0TC,15,4,28,5,0,10,3.75,semi-desert,BullockPlough FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_N2FQH4S194A9,13,5,30,5,0,10,2.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_U3FVKIXAU8NX,18,3,28,4,0,10,6.0,lush,TractorPlough
ID_NN5SJ0G43OC6,33,5,24,7,0,10,6.6,semi-desert,WetTillagePuddling TractorPlough
ID_J0C8GENDLGTR,18,3,28,4,0,10,6.0,lush,TractorPlough
ID_P1674PWLT0M9,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_P66IZHOBXVK2,40,5,30,2,0,10,8.0,desert,TractorPlough FourWheelTracRotavator
ID_9DWBZF25ZCP9,43,2,29,7,0,10,21.5,semi-desert,FourWheelTracRotavator TractorPlough
ID_E6JVIX1S6ZA8,20,6,24,1,0,10,3.3333333333333335,semi-desert,TractorPlough
ID_QQ2OC3QKUNS6,40,5,30,2,0,10,8.0,desert,TractorPlough FourWheelTracRotavator
ID_GBQSRYOT6CR3,100,6,25,7,0,10,16.666666666666668,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_7WQZ5OYTO2ZT,30,5,30,2,0,10,6.0,desert,TractorPlough FourWheelTracRotavator
ID_2R333UCUY39R,40,4,26,6,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_L28J5V2OCQYY,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_QDLI4ETPYWF1,20,2,26,0,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough BullockPlough
ID_DQ8LCL6S5PP2,80,5,25,7,0,10,16.0,semi-desert,WetTillagePuddling TractorPlough
ID_9D33E6M8AQOS,15,5,30,6,0,10,3.0,semi-desert,WetTillagePuddling
ID_RF86GIZ53JED,20,5,30,2,0,10,4.0,desert,TractorPlough FourWheelTracRotavator
ID_1XNRTZRNAGG7,30,6,25,2,0,10,5.0,desert,TractorPlough FourWheelTracRotavator
ID_5QRUKCMM3J5A,30,5,25,7,0,10,6.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_YWKYPXC7EKFD,30,6,23,7,0,10,5.0,semi-desert,TractorPlough
ID_Y2D1GYB3TYVP,59,4,22,4,0,10,14.75,lush,TractorPlough
ID_WFCXNO14ITTI,5,4,30,5,0,10,1.25,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_BTBWQRO8QIK1,20,4,30,8,0,10,5.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_XO12PWENYG32,13,4,28,3,0,10,3.25,lush,TractorPlough
ID_U5U7HLOP63TX,10,8,25,2,0,10,1.25,desert,TractorPlough FourWheelTracRotavator
ID_NQAFHHIPI5ID,36,2,25,7,0,10,18.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_RWO3M6K4ZG1U,6,5,30,5,0,10,1.2,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_V475TFVXRRTG,28,4,24,8,0,10,7.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_SJA9HUNQTVEH,60,3,25,3,0,10,20.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_6SA3132O223B,25,4,25,4,0,10,6.25,lush,TractorPlough
ID_4AUV4AM9YXX9,40,6,25,7,0,10,6.666666666666667,semi-desert,TractorPlough WetTillagePuddling FourWheelTracRotavator
ID_UFFVP9ZGXODY,19,4,21,4,0,10,4.75,lush,TractorPlough
ID_KR98SVTVJWBS,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_4BIP8GTBYA9W,6,6,30,5,0,10,1.0,semi-desert,WetTillagePuddling FourWheelTracRotavator
ID_AE7BAI90NEQM,30,4,29,3,0,10,7.5,lush,TractorPlough BullockPlough
ID_YOV7VP2WL7PY,15,3,26,4,0,10,5.0,lush,TractorPlough
ID_D70G2NSOHQU5,58,4,28,7,1,40,14.5,semi-desert,FourWheelTracRotavator
ID_T2775G79W69X,20,3,28,4,0,10,6.666666666666667,lush,TractorPlough
ID_2WMK7VXVSLH3,20,4,26,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_CQS8EUA03RMH,9,4,28,3,0,10,2.25,lush,TractorPlough
ID_XLL3LO0Q1Z5C,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_7NUPQGTJ5SG2,70,5,25,6,1,40,14.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_DTDPFPT8W2SV,3,5,28,5,0,10,0.6,semi-desert,WetTillagePuddling FourWheelTracRotavator BullockPlough TractorPlough
ID_IBDSZU5RDVZG,10,4,24,6,0,10,2.5,semi-desert,TractorPlough
ID_5ZYZMG44NZ55,20,3,29,4,0,10,6.666666666666667,lush,TractorPlough
ID_YMXYZN4EJRPC,9,4,25,3,0,10,2.25,lush,TractorPlough
ID_4J58G25KMOOW,30,4,28,3,0,10,7.5,lush,TractorPlough BullockPlough
ID_2VNESZI8PXGU,20,5,24,7,0,10,4.0,semi-desert,WetTillagePuddling TractorPlough
ID_AJRNRHWHBA4Z,20,4,30,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_0L1YSZ5S1R65,6,6,30,5,0,10,1.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_2PA4RFVTJBAY,35,5,25,6,0,10,7.0,semi-desert,TractorPlough
ID_8EBDVLBVWRGW,10,4,30,8,0,10,2.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_VQWGI1I0CFR8,13,4,23,8,0,10,3.25,desert,WetTillagePuddling FourWheelTracRotavator
ID_EVIN6ONFW3T9,15,3,26,4,0,10,5.0,lush,TractorPlough
ID_NNM5ZY6N7SEY,4,4,30,5,0,10,1.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_TPESLASTUXC8,50,4,28,7,1,40,12.5,semi-desert,TractorPlough
ID_VGYXU4L1TL1H,20,4,27,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_NIYZRAXO1KXN,40,5,25,7,0,10,8.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_0630PTEWRS94,50,4,26,6,0,10,12.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_XSRY71BQP5KM,40,6,25,7,0,10,6.666666666666667,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_0B4BASQWNFL7,10,1,25,0,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_J5WUN51BP4WG,15,5,30,5,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_AAGZVKNNOKIQ,6,4,30,5,0,10,1.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_MAKX8207DOZ9,20,4,27,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_ETSPD9IOAYB3,5,4,28,3,0,10,1.25,lush,TractorPlough
ID_Z1I80AAV6VEA,45,4,28,4,0,10,11.25,lush,TractorPlough
ID_3U27BILXL5CB,25,4,29,3,0,10,6.25,lush,TractorPlough BullockPlough
ID_P8ZNKLYCKL2T,57,6,25,7,0,10,9.5,semi-desert,TractorPlough WetTillagePuddling FourWheelTracRotavator
ID_7TZAAG3N4D81,15,4,30,0,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_MX2L64ZOXYU8,25,4,30,8,0,10,6.25,desert,WetTillagePuddling FourWheelTracRotavator
ID_QFNUGBB844GZ,26,2,29,7,1,40,13.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_0DRHMRT4H4AN,10,4,30,3,0,10,2.5,lush,TractorPlough BullockPlough
ID_900PL5BJQUHS,8,4,26,3,0,10,2.0,lush,TractorPlough
ID_4EL6TIVMWFBR,20,4,30,8,0,10,5.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_Y5956ES90150,32,5,25,7,0,10,6.4,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_24LVP8JKT2XX,20,4,30,8,0,10,5.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_9298RX21TWL2,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_7EPRJWG0TUJB,20,3,29,4,0,10,6.666666666666667,lush,TractorPlough
ID_X42SPGNS296M,9,4,28,3,0,10,2.25,lush,TractorPlough
ID_040Z10BUDX5A,60,5,24,7,0,10,12.0,semi-desert,WetTillagePuddling TractorPlough
ID_TAYIFSOMKHNP,20,5,26,7,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_SQ355D0VE0YS,15,4,25,0,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_Q8CJVLZL9VOU,9,4,28,3,0,10,2.25,lush,TractorPlough
ID_PV43Q5TILFC7,25,4,23,4,0,10,6.25,lush,TractorPlough
ID_ADG1J3AE7GOO,15,5,30,5,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_GGW04BRE0BVC,2,2,26,0,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_HKOAZ2CSLWZZ,23,4,24,8,0,10,5.75,desert,WetTillagePuddling FourWheelTracRotavator
ID_27R748G8O483,20,4,30,0,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_88FLSBSIIQR7,2,3,27,0,0,10,0.6666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_YNVCBXZY34LC,45,4,29,3,0,10,11.25,lush,TractorPlough BullockPlough
ID_YT369W94T661,16,4,21,8,0,10,4.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_BHNP3TYVTEHP,18,5,25,7,0,10,3.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_OFU3SSC1OMQ7,2,3,28,0,0,10,0.6666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_RM6GW1AN6MKK,20,4,29,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_WHKW8WGLUR2V,10,5,28,2,0,10,2.0,desert,TractorPlough FourWheelTracRotavator
ID_MXVR08ETLTDT,40,5,24,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_0VMYHSUIQ1Z4,50,5,28,2,0,10,10.0,desert,TractorPlough FourWheelTracRotavator
ID_KP3VRH8RFM0O,20,2,26,3,0,10,10.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_O0RUDJLSY9YC,20,6,27,1,0,10,3.3333333333333335,semi-desert,FourWheelTracRotavator
ID_ZJQ0RVPVIXRF,8,4,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_JD4D0LHY5XZ4,100,3,30,7,1,40,33.333333333333336,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_7GFAXU5I8JWK,10,5,27,7,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_QUKQ744DMGXJ,60,4,27,6,0,10,15.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_9WYUQ84LGBJ1,40,4,29,3,0,10,10.0,lush,TractorPlough BullockPlough
ID_4GH4KJJSGYHK,30,4,26,3,0,10,7.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_HSO3R97OHFTQ,23,6,27,1,0,10,3.8333333333333335,semi-desert,FourWheelTracRotavator
ID_03GY60TT7SA4,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_3GU8U6ERWPNP,20,3,26,4,0,10,6.666666666666667,lush,TractorPlough
ID_FI5KOP68ERJQ,415,6,25,7,0,10,69.16666666666667,semi-desert,FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_9OI4WJ976GG2,12,4,28,4,0,10,3.0,lush,TractorPlough
ID_KH3GTSACQ7DK,30,4,25,6,0,10,7.5,semi-desert,TractorPlough WetTillagePuddling
ID_4KXCUJYDIE0Q,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_GYIPZLRQI6N1,40,6,30,2,0,10,6.666666666666667,desert,FourWheelTracRotavator BullockPlough
ID_P99O49SX1NLX,25,4,26,3,0,10,6.25,lush,WetTillagePuddling TractorPlough BullockPlough
ID_N365D9TKW0IM,25,6,26,2,0,10,4.166666666666667,desert,TractorPlough FourWheelTracRotavator
ID_VW078AR8BS8R,10,4,30,8,0,10,2.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_AGH8WGBL5W0W,3,5,30,5,0,10,0.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_XX57FUE4QGKC,6,4,20,3,0,10,1.5,lush,TractorPlough BullockPlough
ID_KJFCEQMWKJQ4,70,6,24,7,0,10,11.666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_VG7041D59BSI,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_ZTBA051RYGLC,20,3,25,4,0,10,6.666666666666667,lush,TractorPlough
ID_NF9DZ5JRRWLM,40,3,30,7,0,10,13.333333333333334,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_04PEKQ4E6QQC,20,4,30,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_USTC6ED2FOLK,15,5,30,5,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_E8P95YLQKXRT,80,5,25,8,0,10,16.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_TXAU5U5X24VJ,50,4,25,6,0,10,12.5,semi-desert,TractorPlough
ID_1AP2DA4W64VC,20,6,29,1,0,10,3.3333333333333335,semi-desert,TractorPlough
ID_E5UP8PXMNM5K,20,4,30,5,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_ST444DZG7YJZ,5,4,30,5,0,10,1.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_D7IP6Q3QASOS,25,4,29,3,0,10,6.25,lush,WetTillagePuddling TractorPlough BullockPlough
ID_2MTCNDBMWS6N,15,4,30,5,0,10,3.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_BTPI846417HD,10,6,28,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_8T4A53D3L37K,30,4,30,8,0,10,7.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_IMC1R72JSWB2,40,5,25,7,0,10,8.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_5H5WC1FU7B0F,20,5,27,2,0,10,4.0,desert,TractorPlough FourWheelTracRotavator
ID_FVZGWEOE7IYL,20,4,25,4,0,10,5.0,lush,TractorPlough
ID_52QNZDVW1O3M,140,4,25,6,1,40,35.0,semi-desert,TractorPlough
ID_75SH78L9RC75,40,4,25,6,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_ILA9A1JX5Z1C,15,5,25,0,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
